GivenName	Surname	Birthday	encoded_vector	uid
Daniel	Magruder	3/31/1977	00000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100001000100100000000000000000000001000000000000000000001000010000100010000000001000000010000000000010000000101000000000000000010100000000000000000000000000010010000000010000000001000000001010000000000000000000000000100010001000000000000000110000000000000000000001000000000000000000010000000000001000000000000010000001000000000000000001000000000010000000001000000000000010000000001000000000100100000000010000000000100000000010000000000000000000000000010001100000000000000000000000000000000000000010000001000010000000000010001000000000010100000000000000000100000000000000000000000000000100010000000001000100000000000000000000000000000000000000001000000010000000110000000000100001000000001000000001001100000000000000000000000000000000001000000000000000000001001000000000000000000100001000000000000010100000000100000000001000000000000001000000000000000010000000000000100000000010000000000000100000100000100000000000000001000001000010010000000010000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	48192
Jean	Jenkins	8/28/1962	00000000000000001000000001000010000000000000000000000000010000000000000100000100000000000000000000000000010010000000000001001001000000000000000000001000000000000010000000010000000000000000000000000000000000000000000000000000000000000000001000000000010010000000000000100000000000101000100000000000000000000010000001000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000010000000000000001000000000000000000000001000000000001000000000000000000100100000000000000000000100000000010000000000000000000000000000000000100000100000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000100000010000001000000000000101010000000000000000000000001000000000000000001100000000000000000000100000000000000000000000000100000000000000000001000010000000000000100000000000000000000100000000000000000000000001000000000010000000000100000000000000000000000000000000000000000000000000010000000010000000000000000000000110010000000000000000000000000100000000010000000010000000010000000000000000000000000000000010000000000010000000010010000000000000000000000010000000000000000000000000000000000000000010000010000000010000000000000000000000000010000000000000000000000000000000000000000100000001000000000000000000000000010000000000000000000000000100000000000000000000000100000000000000000000000010000010000000000100010000001000000000000001000000100000000010000000000000000100000000000000000000010000000000000000000000000001001100000000000100000000000100000000100000000100001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	16042
Dwight	Rodriquez	6/22/1944	00000000000000000000001000000010010100000001000000000000000010000000000000000000000000000000010000000000000000000010000000000001100000100101000000001000001000000100001000000000000000000100000100000000000000000000000000000000000000000100000000000100010000000000010000100000000000100000000000000000000010000010000000000000100000000000000000000001100000001010001100000000000100000000000000000000000000000000000000000000000100000001000100000000000000000000000000000000000000000000000001101100000001001000000000000000000000100000000000000000100000000000010000000000000000000000000000000000000000000000000010000010001000100000000000001000000000000000000000000000100000000000001000100000000000101010000000000000000000000010000010000000000000000000001000000000000000100100100000000001000000000000000100000100000000000000000000000000000000100000000000010000000000000010000100100000101000000010000010000000000100000000000000000000000000000000111000000000000000000000000000000000000000000001000000000000010011000000000000100000000000001011000010000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	70567
Jacob	Marsh	5/12/1959	00000001000000000000101000010000100000000000000000000000100010000000000000000000000000000000000000000000100000000000000000001001100000000100000000001000000000000000000000000010000000000000000000000010000000000000000000000000000000001001000000000000010000000001001000000000010000000100000000000000000010000000000000000000000000000000010000000000000100001000001000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000010100100000000000000000000000000000000010000001010000000000000000000000000000000000000000000000000000000000100000100000000000000000000001000100000000000000100000000000000000000100100000000000000000000100000010000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000100000000000110000000000000000001001000000000010000000000000000000001010000000000000010000011000000000000000000000000100000000100000000000000000000000000000000000100000000000101000000100000000000000000000000010000010000000000000000000000000000000000000001000000000000010000000000000000000000000000100000010000000000100000000010010000000000010000000000000000000000001000000000000000000000000000000000000001000000000000000000000001000000000000000000000000010000000010000000001000000000000000000001010100000000000000000000000000000000110000000000000000000000000010000000000000000000000000000100000000011000000000000000000000000000000100000000000000010100100000000000000000000000000000000000010100000000000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	63792
Donald	Jones	9/8/1990	00000010000001001000000000000000000000000000000001000000000000010000000000000000000000000001000000000001000000010000000000000001000000010000000000001000000010000000100000000100000000000000000000000001000000000000000000000000000000000000000000000000010000000000010000000100000000001000000000000010001000000000000000000000000000000000000010000000000000100001000000000000000001000000000000000000000000000000000000000000010000000001000000010000100000000000000100000001000000000001000000100100000000000001000000000000000000000000000100000000000000000000000000000000000000000001100100000000100000000100000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000010000000000000000000000000000000000000000000000000000010100010001000000000100000101000010000000000000000000000000001000000000000000000000000000000000100000001000000010000000000010000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000100000000010000000010000000000110000001000000000000000000000000000000000010000000000110000000000000000000000000000001001000000000000010000000000000000000010000000000000000000000000000000000000000000000000000011101000000000000000000000000000000010000000000000000000000000101000000010000000000000000000000000000000000000000000001000001000000000000000000000000100100000000000000010000011000000000000000000000100100101010000000000000000000000000000000000000000000000000000000000000010000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	57188
Billie	Garmon	5/25/1993	00000000000000000000001000000010000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000011010000000100000000001001000000000000100000100000000000010000000010010001001000000000000000000000000000000001000000000000010000000000010000000000000001000100010000000000000000000010000000001000010010000000000010000000000100100000000000000000000000010000000000000000000000000000010000000000000100000001000000000000000000000000000000000001000000000000000000100100001000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000100100010000000000000000000000100000000000100000000100000000000000000000101001000000000000000000000000000001000000000000000000010000000001000000000000000000001000000010000000000000000000010000000000000000000100000010000000000000000000000000001000000000001000000000000001000100000000000000000000000000010010000000000000000000010100000000000100100000000000000010000010000000000000001000000000000000100100000000000000000000000000000100010011000000000010000000000000000000000000000000000000000000000000000011010000010000000000000000000000000000000000000100001000000000000000000000000000000000000100000000010000000000000010000000001000000010001000000000000000100001000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7376
Robert	Wood	1/25/1994	00000000000000000000001000000010000000000000000000000000100000000000000000000000000000000000010000000000010000000000000000000001000000000100000000001110010000000000100000001000000000000000010000010000000000000000000000000000000000010001000000000000010001000000000000000000000000100100000000000000000000000010000000000000000000000000100000000000000000101100000000000000000100000000000000000000000000000000000001000000000100000001000000000000000000000000000000000001000000000000001001100100000000000100000000000000000000000000000000000100000000010000000010000000000000000000000000000000000110000000000000000000000000100000000000000000000000000000000000000000001000000000000000100000100000001000000000000000000000000010000000000000000000000000001000000000110000000000000000010001000000000000000100000000000000000000000000000010000000000010001000000000000001000010000000010000000000000000000010000000000000010000000000000001000000000000010000000010000000000000000000000000000000000000000110000100000000000000000000000000000010000000000010000000000000000000000000000000000000001000000000010010000000010000000000000000000000000000000000000100000000110000000010000000000000000000000000000001001100000000000000000000011000000000000000000000000000000000000000000000000000100001000010000000010000000000000000000000000000000000000010100000100000000000000000000000000010001000000000100000010000000000000000000000000000100010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	95604
Samantha	Brock	8/5/1949	01000000100000001000001000000000000000000000000000000000100000000000100000000000100000000000000001000000100000000001000000000001000000000100000000001100000000000010000000000000000000000000000000000000000000000000001000000010000000000001000010000000010010000000000000000100000000101100000000000000010000000000000000000000001000000000010000000000000000101000001000000000100000000000100000000000000000000000000000000000000000000001000000000000000000000000000000001000010000000000000001100100000000000000000000101100000010000000001000000000000000000000000000000000000000000000100000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000001001100001000000001010000100000000000001000000000100000100000000001000000000000000000001000000000000000001100000000000000101000000000000000000000000000000000000100000000000000000000001000010000000100000000000000000000010000000000100000000001000000000000000010000000000000000000000000000000000010000000000000000000000000001100010001000001000000000001000010000000010000000000000000000000000000000000000000110000000000010000010000000000000000000000000000000000000000100000000110100000000000000100000000100000000010000000000000000000000000001100000000000000000000000000001000000001000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	47983
Emanuel	Flynn	10/28/1999	00000000000000001000000000000010000000000000010000000100000000000000000000000100000000000000100000000000100010000000000000001001000001000000000000001000000001000010101000000000000000000000000000000000000000000000000000000100000010010000000000000000010010000000000100000000000000001000100000000000000000000010000000000001000000000000010000000000000000100000000000000000000001010000000000000000000000000010000100000100000000000001100100000000000000000000000000000001000000000000001000100100000000000000000001100000000000000000000010000000100000000000000000010100000000000000100000001000000100000000000011000000000000101000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000001100000000000000000000000000010000000000000000011100000000000010000000000000000000000000000000000000000010000000000000000100000001000000000000000011000000000100000000001000000100000000000000000000000000000000000100001000000000000000000000000000000000101000000000000000000000000010010000000010000001000000010000000000011000000000000010000000000010000000011000000000000000001000000010000000001000000000000000000000000000000000000001000000010001000000010000001000000000011000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	22194
Joseph	Clark	7/30/1995	00000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000100001011010000000000000001000000000000000001001000000000110000100000000010000000000000010000000000000000100000000000000000000000000000000000100000010000000101000000000000000000000100000000000000000000000100000000000000000000000000000000000000000101100000000000000000000100000000000000000000000000000010000100000000010000000001001000000000000100000000000010000001000000000100000000100100000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000110000000100100000000000000000010000010000000000000000001000010000000000000000000000000000000000000000010100000000000001000000000000000010000001000001000000100000000000010000000000000000000001000000000000000000000000000000001000000000100000000000000000010000000000100000000110000001000000000000000000000000000100000000000000000000000000001000000100000000000000000000010000000000000000010000000000110000000010000010000000000000000000000000000000000000010100000000000000000000000010101100000000000000000000000000000110000000000000000000001001000000000000000001000000000000000001100000000001000000000000000000000000000000000000000000000010010000000010000001000100000000000100000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	24311
Robbi	Dodson	11/29/1959	00000001000000000000001000000010000000000000000000010000100000000000000000000000000000000001010000000001000000001000000000000001000000000000000000001000010010000000000000100010000000000001000000000000000000000000000000000000000000001000000000000000010000000001010000000000000000000000000000000010000100000010000000000000010000000000100010000000000000001000000010000000000100010010000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000001000001100100000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000100010000100000000000000000000100000100010000000000000000000000000000000000001000000010000000000100000001000000010000000000000110010000000000000000000000000001000000000100000000000010000000000000000000000000100000010000000000000000000100000000000000000000000000000000000000010100000000000000010000000000010000000000100010000000000000010100000100000010000000000100000000000000000000000000000000010010010000000001000000000000000000000000001000000000010000000000010000000000000000000000000001000000000000110000000010000000000000000000100000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000010000000010001000000001000000000000011000000000000000000000000010000000011000000000000000000000000000000000000000100000000001000000000000000000000010001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	51073
Constance	Goodspeed	11/19/1947	00000000000000000000000001000000000000000000000000000000000010000000000000000000000000000001010000000001010000001000000000001001000000000000000010011010010010000011100000000000010001000000000000000001000000001000000000000000000000000001000001000000010011000000010001000000000000100000000000000010000000000000100000000000010000000010100000000000000000000000000000000000000100000010000000000000000100000000000000011000000000001001000010010000000000000000000000100000000000010010000010100100000000000100000000100001000001000000000000000100000000000000000100000000000000000000000000000000110010000100000000010000000000000100000000000000000000000000000000000000000000000000010100100000000001001001000100000000000000110010000000001000000000000000000000000000100000000000000000000001000000000000100100000010000000000000001000000000000000001110000000000000000000000000100000000000100000100001000010100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8564
Bridget	Currie	6/13/1980	00000000000000000000000000000000000010000001011000000000000000000000010000000000000000000000000000000001000000000001000000100001010000000000000000001000001000100000000000000000000001000100000010000000000000000000000000000100000000000000000000000000010000000000000000000000000000001000010000000001011010000000000000001000000000000000000000000000010000000000001000000000000000001000100000000000000000000000000000000000000000000101000000000100000000100000000000000010010000000000000010101100000000000000000000000100000000010000000000000100000000000000000000000000000000000000000000000000000000100000000000000100000000000000000000000100010000000000000000000001000000000000001000100000000000000011000000000000000000000000000101000000100000000000010000000100010000000000000000000000000000000000000100000101000000000000000000000000001000000000000000000100000001000000000000000000000000000010000010100000000000001000001000000000000000000000100010010010000000000000000000000000010000000000000000000000000000000000000000100100000000000001000010000001000000000000000010000100000000001000000000000010000010000000000000000000000000100000000000000000000000000000000000010000000000000000000000011000000010000000000010000001000000000000000000000001000000000000100000000000000000000000000000010000011000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	943
Margaret	McGrath	5/22/1968	00000000000000000010001000010010000000000000000000000000000000000000000000000000000000000000000000001000100000000000000001000001100100000100000000001001000010000000000000000000000001000000000110100000000010000000000000000010000000000001000000000000010000001000000000000000000000101100010000000000000010000010000000000000000000000000010000000000100100000000000100000001000010000000000000010000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000010100100000000011000100000010000000000000000000000000000100000000000000000000000000000000000100000000000000100000000000000000110000000101000000000100000000100000000000000000000100000000000000001000000010000000000000000010000000000000000000000000100000000001000001000000110000000000000000000000000000000001000000110000100000000000000000000000000000000100000000000010001000001000000000000010000000000000000000010000000000000000000011000000000000000000000000000000000000000000001000000001000010000000000100100000001100000001000000000000000000010000010000010000000000000000000100000000000000000000000000001000010000000010000000000001000000000000000000000001100000000000000001000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	63225
Chris	Riddle	7/6/1977	00000000001000100000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000011000000000000000000001000001000100000000000000100000000010000000000000000001000000000001000000000010000000000000000000000010000000000000000000001000000000100000000000001000010000000000010000000000010010000000000000000000010000000001001000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000010100000000000000000000101100010000000000000000010000000000000000000000000100000101000001100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000010000010001000000000000000000000000000000000000000000000100000000000000000000000000000000000110000000000000000000000001000000000000100000100000000000000000000000101000000000000000000000001001000000000000000000000000000001010100010000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000100000000000000010000000100001000000000101000010000010000000000000001000000000000000000000000000000010000000000000000000000000000000001000000000000000000000100000000000110100000000000000000000000100000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000010001000000000000000000000001000000000000000000000000000000000000000000000010000011000000000001010000000000000001000000000000100000000111000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	29293
Adam	Harrison	4/28/1984	01000000000000001000001000000010000000000001001000010000000000000000000000000000000000000001000011000100000000000000001000101001000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000100000000000000000000000010000000000010000000000000000001010100000000000000110001010000000000000001000000100000000000000010100000000000000000000000000001000100000000000000000000000000000000000000000000001000000000000000000000010000000010000010000000000000000101100000000000000000000000000000010000000001000000000000000000000000000000100000010000010100000000000100000100000000000000000000000100000100000000000000100000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000001100000000000001000000000000000000000001000001000101000110000000000000000000000000000010000000000000000000000001000000000000000000000010001000000010000000000100000000011000000001000000100000000000000000000000000000000000000000000000000000100000000000000010000000001001100000000001000000000010000001000100000000000010000000000000000010000000000110000000010100000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000001000000011000000000000100000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	85858
William	Glennon	10/2/1939	00000000010000000000000000000010000000000000000000000000000000000000000000000000000000000001000001010000000010000000000000000011110001000000000000001000000001000100000000000000001000010000000001000001000000000000000000000000000000000000000000000000010000000000011100000000000001000000010000000000000010000010000000000000010000000000000000000000010000000010000000100000000000000000100000000000000000000000010100000000000100000001100000000000000000000000000000000100000000000000000000100100000000000000000000010000000000010000000000000000001000000000010100000000000100000000000000001000100000010000000001000000000000101000000000000000000000000000000000000000100100000000001010000000000000000000000001000000000000000000000011000000000000000000001000000000100001000000000000001000000000000000000100000010000010100000000000000000000000100000000000000000000000000100000000000001001000000000000010000000000000000000000100000100000100100000000000000000000000000100000000001000000000000000000000000000010010000000000100000100010000000010000010000010000000010000000000000001000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	4867
