GivenName	Surname	Birthday	bloomfilter	uid
Sue	Cipriano	1/9/1989	1100100000101111001010100110011110011011100100001001001101011100110001100010111011110100001001100100101001100111010110110011010001000011000001001000011100100101010101110000011010011010101010010011000111010001011010001101011000111111010011001100001100101110110010001110101110010110000000100011001111101001110001100100110000000100111011001010100001100011011100010101111101101110110100111101011111011011111011110001000010010011010000111011000000111100111100101000101001111111101011100100100111000000001001111110111101100100101010100001100010010111011101010100010100011111000111011100010001011001100000011100000101000000100100011100111100010100101011101100101100001100100011001000011111011001100010001000111111000011011111010010010010110110000110010101011110110011100010000011100010011011100000010110001100000001100000110101111110110100010010101101111000111011110000111100100011010010001010111011001010011010001000100110101011011001110100111000111110010000101011101100011110000111011011111010001110100111100100110000011001010101	56002
Robert	Larry	7/21/1969	1000110111000010010101111001010010010110110100111101010011001100110010110000010010110110011100010111111000010101000101001011000011011010101011111110111101110000001111010111111011011100011010011101010000001011111000000111001100100011110000101000110101001101101101111010011001010100100001010100111010101011001100001001011000111001100001000111000101101100001100011001111000100110100100001000001110101011110110111101011010111001011000001010001000010101000111100010011011111100011100110110001110001000001101011100010001111000011001000101010000101010000001001000101100001001010100000100111000011101001010001111100100000000101000110010110010000001011100101000011000010101100010010110111100110011010110110001010001101010101000110111110110011110000101001010100010000000000101110100100011100111011010100100110101110110011100010010111010100001011010000101101111000101011100010000001111000001000100010011000101001110010101110000000111011101110101101111111111101100110001101101001111001000100110010001111011101101001000100110110111000111	6707
Ryan	McFarland	3/27/1994	1100111110010100110000000110110010100010000011001101010100001000001001110000000011011101100001100001101110001000101001010110111000101100001110001110110000101000001111001001100101110101101100111011010110000110100100001011100001111000001010111000100101000101001101011011000001111011101110011001100101010011110000110010110110010100011001011001000111010001011011101101000110010001101101010011110000100111001100010100010010001010000001101011001101101001110101011001011100110100000110100101101111100111010010000100010010011110011110101000001000110110111010110101100010100001010001001101010010101110011111110000110000011101010010100000111101100010001101100001100111010010101110100100110011011011001110011110110111111101001000001011100001100010110110001111101001101101000110110001100111110010111111100001100001100000011001110100101111101010010100011110111111110000111000101001100111110001111101000100000111000101110111010011000101101001011011011100010000001000100111110011011101100110010010101100110010101000001000001010001001001100	79257
Susan	Frey	7/4/2001	1010100110011100100011110011010011011000010010110010001101101000010110011011111010000110100100111000010010101100011001100111000000010000001110100100010110010010010111000100010010010000100101011111100111111101011111110101110101110101011110100111011010011011001100100100101011110011100010010000100001101111011011001011011000010100100010100011010001001000110111100101110010001001001110000100000111101101010001111000010010110011000010001100111100001010110000101101010110011001100111100001001000101111111100001001101001110000111001101000101110000110001000100000101001000100000011000010010111111111101010001101100000110100011101011100110000101010000000110111001000100100010100110110101011101010110100001101000100001010110111010100101110111101101111011001010001000100101100010100100001100100101011011011101001011101011011001110100100000000111100010111100010011001110100001101000110000001100010100110110100101010011100000010111001100110110000010000011011111100110111101110110110000100001100110100100111011101101100100111001011100110	30918
Vickie	Stevenson	2/19/1971	0010111010001100000110111100101111000101110001100101101011101100111001010000010101100110011100010110101111111110110100010010001010101001010101101010010110101110010001001110100010110001110110111101001111100011010000000111001011110001000011011100001010111010010101101001010000001100111110001010001011000010110011010100100111100011110111101001001100011110101110011011010111110111100001100011010110111000101110001000000110100101001000001111011011100000101100100111000000011010110101000011010010000110101111011000100011010100110000011101000010100100111100000100011010100000100101000011000100011011100100000101111000010001001101001000001111011010110000000000000001010100100111100101100110111001110011111101010101100000101000010011010100001000001101000100101101110110100110010000101100110101111001000101010010111011111000100010101100001101111101010100001000011010101010001011000010001010011011001000111110101110100010011110010000101111101110100010101011100000110100110010101010011010101001101100101011010011111110110010000100110011	90240
Gary	Meyer	9/29/1989	1010000111101001010101110111001010110011111110000010111010101000011101011110010111101110100101101111010100011001100001000111101101100001001111100100110011010111101101110010000100001100000010001000011100100000000101111101000010000001111111110100010100011000110100011011100101010010111011000011110110110111001100100001001111101000001001010101100000110010101000100110111111000000101111100011101101100101110000111000101001011011110100011111110110000011110001011010110010111100000101011001101000000111111011110100101001101001110010001011101101000100110010001101111101000001001000010010110001000001011110111011100101100101001000010110010011000100001010011111110100101100001111101000100110100111000011101000010011111010100010010011001001111111010111010110111011111111000101110010010010101101010011100100010001000101000001110110100011000011100000010100000010010001000000000101111001100101100001110011010011011100011011111110011010100111000101001011100000010111110001001001011001001110001010000101101010110111000111111000111111110011	92343
Johnny	Breuer	9/29/1963	0111111111101000011010010011100000100011011011101001001001100100001010001111010101110010110100000101110011001000111111011111010011111110010011111001001100010000110001110111111111111100010100000001010011001011100110001111101100000001100110001010100000110000011111011011000100011111010101100110000011000100001111010111000110010001000010100011001000111110100100101001101101100111101010100011111000001010101000010100110101110111110111111000100110010010100111001110111110001001100110001001010010000010110110010001101110110001010010101010101001001110101110010001001001101010110101100110111100110011110010111001001000000010011010000001100101110111000100111000110100011110010100100101001001001101101010000110110101101000001101111010000111000000001010111111010101111100101010110110110000000110001111001010001011000101011010010100110001101011010010010100100100010100001100111000111010101100110111011111001101011010111011000111111100110000000011011111000110001100001100000111001011000101010101111011010011000101011100101001110110100001	1502
David	Castillo	11/5/1987	0011010001101111000110011011011101011110111001111001001011110111101110111111001010111100111110000001111111111111000000100110111011011001011000011111110001110000100010111010100110010010101000000101110111100011010001111101110001110011001110110110110000101101100000011101111000100011010010010100111011100101110010111111001011011100001100111010111101111011100101111111001001001000010001011011111101011101100001010000101100011110010111001011100011000011010000000101110111111101011110010110101001110101001010101101010100000001001111111011001110000101110110010100001011100100011010101010110111111110100110110101100000001101110100111001101101111100111011110101001110001011000110011101000101101011001010101011010110101111101001010011010100101101100000101101001110011101101101111110110110101010010100101100000000100101011110010001101010011000110100110010010000111011000010000010000101011111010000110110100011110010001101100101000010010010010001000111110000010100101101010111100001110101001011010010011100010100010111101100000001111101	14167
Ryan	Palmer	11/6/1944	1001111101100011110001011110100000101100101000010000001111101001100101111001011011111111100100100000111110101111101000110111100010000101010011111010111011011100101001110000110010111111110110111001001100101101000011010010011010001011011110001100010111000101001101101011100000110100101110011010011110001110000111011110010010011111010110100110100011001100111001100101100110111101000000100101010001101010000101001000110100010001001100101100111101011101100100011100001101000011111001100100100000110110001100111011001101110101100011101110001100110100111111010111000011000011110010110101010001101110001101111110101101101110000001010001101101010110001000110010010011011100100100011000101011111000111010001000111011010000110100010101011000101000000111010101111010100110000101101100000100100101000010001100101001110100010110000111010010010010101101100011101110011010001001011111010000110101011100100000100000010100110100111000101110011101111001111000010101110100100101000010010110010111011000101000101001111001011100000000011010001101	72207
Kristi	Burke	2/26/1949	1111110001111010110011110111010101011011011010001001011000111001111001101011001111110011100001111111011111100101110010101100010000001010111110011101100110001010001001010111110100100100010011011110010000001111110000000100001010111110000100111000100110101101011101010100110001111101001011011010100100010100010000010001111000001001101000011000010100011100011011000000011000001001110000000010110110000011100000000000011111101011100010101111111000100100110100010010101001010001010011110000110111100100010001010000000111001110110000101000100101011100010011110000010111110001111101000010100010110101111110101010000000111101111010010000110000010101111110000000001110111100001011111010101100000100011001101010110000101101000101101010101100101001011001010010001010111001110001000110110101011001111000010111000110110000010111100101011101010000001110001000000011110010101100001001000101010001111100010101010100111001110001100111000101001101011101011000111000000011011111111111000110000011111111010010000110101111111001010111101110000110	21560
Shayla	Peterson	9/21/1962	1010110001000111010111011000111111111110011101001111101010110001101011100111010001100111101000000001111011000111000000010001011001100011011110100110111011010100100001110111011101110010100111010101001101001111101000100110010100101001101001011110000000011011001010101001111011000010001110110010000010101011010101101010111000110101000000111101110100101000111111111010011001111111001100101011011110110100100100001100010111100110111011100100110010001001001100000110111100001000111110001001111011011100110001111011111011100100011110100011100000110111000101010101110110001101110101100110010101111111001100010111100100100011110000111001000001111100011110101010011010101010011001100110110100111000011101001010001010101100000010101100110100100100101011010011111100000011100101101001100001010100101001000001011011000100000001000010111101101010111000111111101011110100010110001111110101001010010100111110000011001010000110100000011011110000010010100001001100010100011011011100010111111010000011000100111111011101000000001101010100111100	85588
John	Lowe	4/5/1956	0110110011101000010110100000101000011001010011001101010110100000001001111001101011000010100001000001110010101010100111000010111100011100101000101001011010101100100000000010010011001110011100100110100010101011110110010100011101000011001001011101110111011000101000110110010111111010000000100010000000101110011111100011101000110011111111010000001011001101001100011100101001001011111110100110101111001110010010010101110010110010110100000000001101011111000000010011110011110100011011101110101000001110111011100101100101100101100110000001011010110110111011110111101001001000100011110000001010000000011000100111101000000111010111000110100010101010001011111111010101110110101001100010110011011110001110011101101100111000111001001111111111110100000010100110001000000110100000010101001000001111000110110011001010110011010011010000101001001000100111010101100000101000011110011001100001101000110000110001000100101101001110101101001111001111011111001101110011110010010011010100100011111110101000000100001011100000000110010011101010110001	35353
Ina	Willis	8/23/1993	1001100100111000101111011010001010010011001010011010010011010100001010000100100100001001100001011011001111010011010011110001101010011000010000101111001110001011111110010110100100010101101100000110011110000011001001000111001000000100101011101000100000100110110000000100101111011000100111000100111010001010111100001011011010111011001110000000011010000010110111001011100001000110110111011111011111011110110101100000000011001101111101000001111011010011001111001011011010100000110011000010001101100001011011110011000101111101000111101100001100110011010110011101011011010000011101110111001101110100001001111100100000000101000110010110100001100101001011110101101001000001001011001010101010001011110000100011100001011001011000011000111100001010100010110010111100000001011101111110001000001001001000100110111111110100000010100000000011111100000010001100110100000111001101011001011100101011101010011011110001110000111110010111100100000111101110010100010100010101011101001011001101000111111001011110111001101111001000011000011010110011	83946
Derek	Lavigne	4/20/1944	1110110100001001110010110110000111000111000101110000001100100100101000111001000000000100011001100000110011010010011111100110001110001100011001110000111111011000001000000100101111111000110010111111011111011000110100100010101000100001001000000000010000101010011101010111101000010011100001100000011110011011011001111010000100010111001101001111110011111010101111001111110000010011100111010001010100101110111110001011111101011001010100111111010110010011011101011101110100100000001010010010000101000101010110010011010111100101010010100101000101110010011010110111011110111101100000011000110111010010010101011110001010001000100011111000011111110010110101000110011010101101000111101001110111011000011101111000100000000110010000000100101101010111111111010101111000110100110101001110001100101111100010011001000001111100100001001100101000010011011101011011110010010010111100011001110110111011101011011010010100001000010001101010100011000110101111110111110101001011100000101110111111000110000000110100011110000100100111001010011111000100	2794
Bryan	Wilson	2/5/1943	1110110111101001110011010110011101110011010110101000110100010110011101011010111010001100100100100100011111101000001101110011010001100011010000011010101011111101111010000101111011100110100111011101010000000001101010011111010000011001000110110110100110111000000111111110101100011111100101011110000011110011101101011111100001110101011001111011001101010000110110000000011000000100111101101110001011100100110001000011000110111001011010100110001001010000000100110010110110000000011110001110000101001101000110101010101011100000111011010010000001100110110010100110000000100000000111111000001111010110111001111000101011011101001100011011011011010011000110010100000011111001101000100100001010111100011110110001111010111101101000011010101110011110111111011000011001010101011100001100010100011010001100011011000101011010000011011010010010111010001101101001000110010111100000010011101001101010000100010010111010101111011111111111010100100010100011101110010111010101011001100110000110010101101100000111011110110101011000010111110001001011	35238
Elaine	Cisco	12/25/1988	0101011000101100001100110010011000001011111100000101010111100001000001011001000000001100111100001010010110111110001110010010110111010101000011101001011011111101000011111111000111000010000100000110000001000100101111101111011111101000010100111000111111100110100100010001010101111110110011110000111111100010110110101011011100011100110111110011110011011111110101111101101101111110011000110100111110101011100100100101001111011011011010110010110001010011100010000100110110100100110010010010101001110011100000010010111010101110101111000001100101010001111011100000110100000000110110111100101101000001110010101000101101001110010111010010101110101110111110100101000111001111001001001111111111101010110101100100111000110110110101000011111100100101101011001010111100000111101001111000100011011110111101001010110000011001111010110001110101101100000010000110100000010001000111110110111011100000010111110110110000001110100000100011100011000110001100010110010111010111011110111011001111011110101101011101001000101111001100100011000010111010	59278
James	Sayler	4/23/1991	0111111001110011111101010000101100110111000000110110111001111000001010011001101100110101101101110110010111001001110001001000110000000010111011011000010111100010001011100101100110011000100110100001000101110010001011101010111110100010111001110100001010110011011010100010000001111100011000011100000110110111111000011110101001110010011010100010011010001101100101001001010011111010001001000100100100100001011100011011110011001100101100000011111010111000000100010100000100010000010011010010100001101011110001100010100101101011111101110101011000000000000000001010101111110101101011101110101101101100010000011110001001001100110101101110000100110010000011101011011111101100110111110101010010110111110000001110110111110001110101001110110111000001110011100011001011111100100101110111111010000111001110100101100100111011100001000011001111101100010010011000011100111101101111001101000001001101101110111001111100011010000010000001110110111100111010111000111101101011011000111010100101110111110000111101001101000100101010100001101010010010	47653
Bruce	Flick	4/19/1999	1000011100010010011100010000000011010011010000000011011011011110000101001111111010001111011011100100110001101111010000101000110001111100000001110011100011111011100110010000001111010100010001111100101010101100001111001011000111101110011101001001001000111100110001101100011000011000110010100010111001001010100101000011001011111011000101001100111001110011000100100000010100001011100001101110110100100111010110111100111011101111011010010000000010101101110000101101001001010111011111011000011101101010001001011000001000111010110101000001001101010000111110000100000011111000010111011111011101101011011010101100101111000100001010010101000001100011010010110111101001100101001101100110111000101000011011000110111111111000101101111010010011101000011100111011101110111101101110101010001100000000010000100110000111011110001110011001100010011011010111111011010001011100010001011110001010110101110000000000111010111010110001101101011110111101111011001101100000010001101100100000001101110000010111010010001100111100111100001100010010100111	35364
Yvonne	Curry	7/30/2000	0111101001010101011111111010111001100101111101011111011101011000111000101000000010011111010011100010001001110110001110110110110001001110001010010000001101101111101010110111000101101111110111010011010100001000001111001000001001001010110000010000000001000000101111000110011111111110000010101100111101000010010110111011100001110101110011001101001111011010011111100111111110010001011000000001111010110011000110011000001000001111010100101100010101111100001011010000100011000000100010001000100011110111010010000001000010010011011100100000001011010001000101011001100101110010111100101101101110000000110000011011010110010001101011010000111111110011000110010001001100111010010111001010101111011011001011111011101100101111010000100101001000100100000011100001010111100110001011110001100011100001001111101110000001110010011110000100111000101011001010000000110101010010001001000010010000101011110111011010001000101011110010001010111101111010110110100110111001000101011110000010111000111100000011101101101110010100001100000001111010011110	98902
Barbara	Quinones	8/11/1948	1111000011011010001100001100111010001101011010110101010001110110010110100110101011100001001011001101111110111001101111110101000101011111011100011001101101001101100101011000011000000001001111111110000000010111001011000110110011011010100000100010111100010001011010100011011010001000010011000000001111110111001100010100101100000001111010010101011010001010001010101111110001100000110010010001001001110101001110100101001101110110000011100000000101110100110110010000101001110010101101111110000110000110011001010011001011100101111000101101000111111000011111010001000010010011000101100001111100101011001110100101110011010111010001011100000010010111011010010010100011101101011111110110000111110110111100010010100111000100111101010110000100110001001001101011101111110100011011011001011101010011111010001000000101001010111100100001100001010101010010101010111110000110001011101100001000011001011101101000010000011100111001000001000001001000000100101011110011100010111001000100110110001011011110100100000010111110010000010000001001000000	16565
Susan	Upchurch	1/19/1990	1000011001100010110011101110101100001000010010011111010100000111111000101011110000111010100110000001101010110100011101000000111010101101111011000111100000000111100100100100110011001110010101000100011100110100011111110100100001010111010100110011001100000111111010000011010001111011111111110111110011001010111110110011001000011000100001001001010101011000000011000110101110111010101101001011111101001010001100110010100010111010000001101000111111010111111100011101100111000100010111011101101101111110011100011001100000000110010001000000000001001011011000011010100110011000101111100011010011111111001010111000011011000010100101111111111000000001110011010000001100111010110111111001101110000011000010111001101101010000100110010100110111110100110101011000101010110010110010100000111100000100111110001000011011010001000010010010001000101010011010111010111001111100000011111010010101100110010110110011010110011010100011000010010111101001100110110111001100101000001011011011111001000010101010110001111010000011010001100011001001001111	97876
Dwight	Brugger	2/4/1947	0110110100101110111000101100111111001100111101101010011110010001001101001011001001101111000010111010110111011001111000101011000001011100100001010000101001000011110110111001011101011000101101000001100100001000010111010101000000010010011101000110001010100011001010101110011001101100011101010111001111001011110000110101010111011011110000111000011111111000100001100011111001110011110010100100110110110001001100010000101010111110111010111101010110000100000100010110111011010001000010010000010111100101001101111100111100010000001011111100100100001100011011001100111111011111010111011001111111101010110000110010111111101110011010101000100111101000011001001010111101010101001110001011001101000111010100001101100001101101001111111000000111111001101010000110100101001001111010001111000000110101010000000101110111101000110111010101111010100011000001111101111010001000010101000101100111000010101001010111100000101111100011011011111110001000101111000001011111111000001001100001000000001101001010001000001000011000011110111110111010101010	59128
Arielle	Ramirez	12/28/1984	1011011100111010001001000101111011100100101011000011101001101110101011011001110101100111011000011110110000011011111010100100101111111100110010101000001110100010010101111001110101001001010110011011000100001111000011011100011011101011100010001111001100010110000010010001011101100001001111000001011011101110110010110011011011101000100111001001011111101010011100011001111010001000111110110001101111100001001011011101001111111101011010110001010101110011010000001111010101001110110101110110110110010001111010001001111000001110011101110011010111100110011111000000001001110011111000100101110000010001001101000010101010010100000001100010010011001010010000101011001100101001000001101111000010101000100100000011110100011111100010010110001110111000100011100000000110101110110101010111100011110000110001101111101111101010010011000110000111111111100011010111000111101011010010011111100000000001011001001101111101111100111010001100010101001101001000001100011001001101111101000001101100011010110001111000100101101100101010011101001101111001	77307
Jess	Theberge	11/11/1951	0110100101010011101110110010011001010110101101111100000110100100100100100101001010111100100111101000001001111111011111001000000011001101011011111110110100000110000110101110111001111001000000111100111111011110011110111011011111111001100001010111001001010010001000001111001011011111101101001100100100001010011010110011001101100001110011111100101110101110101101011000101110101111000100110100100000000101111100000010100100111000001011010110000101010010001001000100110111110110101110101010010000100100010001101010100110110011110011011001001010000100000101001011111011011101000001010101000000010000001100011110010001101100010010010100001000100001001110110101011011110011010111111001110101101000111111000110111100011000011001101111110101111000001101101101001010100010010100101011110110001010001111001011101100110111010011110111010001001010010000000001011101111111101010111011010111100010011001001001111110100111110011111101101000111011111111001010001011010100100001101100110001010101111000010100100101011010110010100010000010000000	32503
Allan	Marcus	4/20/1963	1100100101011000101010010000010001100001000011011001110011110101010101101011111110111000111000100010101001010001000001011010001010000101000011011100101100000000101011110100110110001000111000011100110101011111101000110100010000111000010111111001100001100001111011100101110011010001100111001110111011001101010001001010001111010011011010011110100100111001101000111110111101110100001101101000011011010100101100110011010001001101011000100111001011001101100110011011100000001100010110011001011110011001110011000100010101000110000101101110100011100000000010000110111011000010111010001101000001010100101111010111010001001100011001010011001100010010011101111001100110010100001110001001011000100010011001100010010100110011000100110100001111001101000001000111001110111100110011011001011010110010110110001111100000011110011101010110100001011110000110011101101000011110011101010011100010000110100001111101011000000111101000101001100110011110100011110111011110011110001011111110111011000111100100101000110110111111111001010011011000110001	46045
Mary	McCain	6/4/1976	0010111100100110101101011111100100010100101010110001010000001101111010011101011000001011101101101001001111101110000110110000001010010111010100111000001001010101011000110000111110111100111010100101001011010110000000000000011011010001101011010111111101011000110001001101000100100000101000001001110100011001000111011111101111000001010111101100101010110000100100100001001000000100000111110001101110101110011001011001000010001010001100001011100000001000011011011000001000100000011111100010101110011111110111110110011100110011010001000000100100101011010001101111100100001010001111100001111011011111011011111110011100001101110100110100011011110100100011111000100000110111010101001111010011101000001011000101100111101010011101111011001111011111011100010000110010100011111101101000011010111110111010010001000111011100111101100000010000011011110101110100100110101101111011000000101010000101101110010011011011101101011011010011111010011100011110011100000111111111110010100100010011011011101100101101011101001011111100110011000101011101	49520
Lorri	Reese	8/31/1958	0100010010010000110000011011101000101110101010110010101101010100101000100001010011111101100000011101010011111011101101100110101100001011100011011101111001010111000100100110010000110000010001111100011011000001000110110011100100111110011111100011001001101010000100001001010111010001101111100111010010000001111101101110010111010100010110000100101011111110001110011110000110001000011001010111101001011101110111111110001111001111111000000010000100011010010100000100011001011000100110011111111100110001010011111100101001010010010011111001000101110111000110101011001000111101010101001011010110110110011010101001000100011111000100111011000101101101011101111101010101101100110000001111011100100111100000010110110000000011011101000011001011101100010011100110010100101111011100100110110011000101001010011000101101101100011110111000010010110111000000011101100010110111101100001011011010000101001110011111011110011011011111100111100001000101010010011011100001111100010001101000000100100000011000110011101110011010010010100100011101111000	87279
Carl	Brooks	10/4/1940	1001100011000111010111011000110011000011111001001110011101100010011010100001001110011100000000011111111001011001000010101011010100000110100100000011011100100111101110100101111000100000100110111000100011100101011010001100100001100001110000110011001111000000011101000101001010011110110110001000001110111000100011000011100110111001100010110100111011011011100000001110010000100101101111001000101010100110101001111000001110010110101001001011011110000101100001001100101100111111110110000001010011011100101000110100010000101001100001010101011100110010010101000001000011110110100101011100101011000011000110100000000010010100101101000011101111110111000111010010011111010000001110101000000010101110101100100010000110010001010101010111101011110010101010010000100011111000101101011001011100110101111001000010110100110100100010000111001100011110100001000001010100110011100101110110110000001100001010001110001001010000111101101011100000001100110110111010110100010000010101001101101100010110000101001001000110101100001100001110111111011000	31846
