GivenName	Surname	Birthday	encoded_vector	uid
Sue	Cipriano	1/9/1989	1000011100011001111110000001100000101010101001000001111101110001001011011000011011011101010010001010011001111000111010100111111000100000110000111111110100110110110101111011100111010101001100011011000000110100010110111011101010000001111000100000101100101100100111111101100011011000101001110101111011100010010000011110010011111110011001111110101001001110110010111101111101010111010100110000110111011110011011001011010110011111001100111001011101001101011011010010100011100100010011000111101000100010101011011000100000110001100111101100000011010011010001010101010001110100101001001100111001010100100111001111011000111101010010100001101000011011100101001011000100100110101001100101101101011000110011111010100100010110000101000011011110001011110011111101111010101001010101101001000110100101101100010100110011000011100111001001111100001001010001101000011111000101001010101010011001111101101111111001100100001101010000110111010001010010001001011001011011110000010101000100101010111110010110011000101000001111110010100011001000010110	56002
Robert	Larry	7/21/1969	0101011111111111001101011110001101100111011000101101000110001001001000000101011001101011001110100010000110010101010000000001010001111010100010100001101101010110000101000101000011100010110101110100010101000101001110110100011010000010011101000110100000000001000000111011100111111101011011110111100111010101001000011101011101100010110101001010001000110111111100111010010001001000111111100100101111010000010110100100101010100010011100001000100000000000110100101110100111101010010010000101011010101100000101011010110000010111101011101010111110011001010000001000011111010101100111111001101101001110101001010001011111011110000100010111000111010100100010010011111001100000011110001010001100101111000011100001100111110010100001011100110101001110101100110000010010000000111100110101011101011100111101000101011110101010101011010110101111011110011010000100100100010111010000001000011110100100010000110000011011101000000000111011000101101111010111010111110011001111101111101001111101010110010001011101000000100111011001110101001000010111	6707
Ryan	McFarland	3/27/1994	0000000111000110101011010000011011001000110101010111111101001101100011110101110000000100011001100011110110011101011111101001001010011110001000001010111110110100101001111111110010000001000101011111010110001010110011111110110011110111100001001001101101000000010000001101001110100011101011100010001000100110100000010110001011110001001101100100010101000111100010001000100100111000110000011010101010111111001111100100110101110100011110000110100010011010111101010011011110111101111101100101100010100000010001101100110001111110010000111110101100111011001011011011010010110111100000100011010100011100111100001000000101111001100011001110000110110011010011001100111001111111111110101010111000101001111011100001101001011001011010011001111110011101100100011101011011011011001010100001010010110110111010010011000110110100101111000110101101101011001010001101011000011001111010001100011111111111010110000100100101010110100111001000010011100111011000010110011100110000001001001100110100101011001011101010111110101001100110101001110010001101	79257
Susan	Frey	7/4/2001	0101010001110001111101111101100011010001000111010111111111100100000010010001010010101000001010100110000000000010100001101100111000101011101101111011000000111101100001101100101101010100100100100011011110101011101010110101100100010011010001100101110011011111100111011101010011100110101000101100000010011010010100100000100110100111011011010101111001111111000111001110110100001011110101110100010001101111100110110011010101101001001100001010010011000001100000000001010001100110010111001110111000111111110100111011110101110110111110001111010010011100100010110000100000110000110010111000011011011100110110000100010000100011001010000010100000111101001011011000011001100101101001101010101001101011100010111011111011111001011110001101101000001001100001000000001100000111101101100101000110101110110011111011100101111001100111001100000001010101100100011110101110100000010000101001010000010111110110100101011101011001110011111111011001011101001110100010000011011001011000000110101111100101011100101001011011110001100000110110101111000110	30918
Vickie	Stevenson	2/19/1971	0110000001001011000110000100110001001110110100011011010000100100110111110100010100110010100110010001101100111100111001011010010111011011110110011010011111000110110010010100110101000110110010001000001111000110001011001111100010100110111001100100000010001010100110100111110101111010000100001011011100000001101111110101001001100000010000110001010100001001011010100010001011010100101101010110010110000000011011011110101100000011100011100100111001100100001101101111110001011010011001011010000100010011100010010110100000001001100100011100001001101010110001111100001011111010111001010001110101110000111001011101100000010111010110110010000001011100001001001111001001000110111010110011110111110000110100011001000001101001100101010110100001011100111110101011001100100010110011100001110101010000011100001001101001001001111011010000110000000000110101010111001001110010010000101000111101111010110100111000111101001110000100111110111010011111110110001010010011001011101101011101010010011011001000100010011101011010110101001111100100000110	90240
Gary	Meyer	9/29/1989	0000111111010101100011000001100101100101100011011111110111111100110000001110011101101110111101011000111100000110110001001101000011101010100100111101100100011000011110011100110010110010001101110110111100010101110010111110111110001110101101100100000100110001000010101001000011100101000111111011000000110110011101100100100000111110010000000000101101000000111000001011001000010100001011000000101101011000100111110111111000101111101111010111011101111010000000000011011110010010111011011010010111010101100001110010100100101010001111110100001000101001001110010111100100110000001001111100011101010010110000000011000100010010101101100100110101011100111110010111000010111111010000001010111010101000010111010011110111010110011101111111011100001001010111010010010110111000111011011000111111110100010000011100111010100110010100100010000100010110001010100101010101111010010100011000111100111011101001010000001001111001001101000011001001101011111000111110001010011000100110011000101111110111010010000000011000011110111110010000001011111011	92343
Johnny	Breuer	9/29/1963	0110100100010010101101010101100101110111010011000010010001010110011101000101111011110010000010111111001100011011110110101111000101011001010101101010100111100011000011111111010101001110011100111001001100100101001000010001100001100110011000001111100101011011000100101101101010011101100001010111100001010101011001001000101100110010100100010011011010100111110010100000000011010011010110000011101101011111001000010011001001101111100100001111111101100100111011111100110101111110111010100011000111101010010101101110010000111001101000110000011110010101011111110100000101110001100100001001011100110100100101001100111001001000101101000110001011000010001111011101101100100010111101111010010010001100100100010111101101100100100001110101101111010110011111110011010100111000101001010100000000000010110111110111111100110101100100000000101010111101010111110010001100001010001100010011001100101110000011111001010100011110000110000010010000001011101000110110001101101001110011010010110010100011111001011010000011100101110011001111111110110100	1502
David	Castillo	11/5/1987	1101101001011100111110110001100100101111000111101001100111101100001101111000011110110001011001010011010011000100101001000110001100111011011000110101000001011101100001010000101110110100001101110010110010011010110010011001111111100000001110011111100010010110001010000000001000010000001100000000011101011010001001110110000000010000100010100000000100111111001100010101000110110101001100100110111101100110110011100010011000100011010111101110111010001111010001010010011010001000101000110111011100000010011111101101110010111011000100110010000111111010100100100101001110010001000110111100011100000001010101111011110111010001100101001001001100110101101110100110011000110101110110010110111111111001111101110111111110000101010111011110101100001010101001010000010000000000011000110000000110100000011001001111011000011011001111010011011111010101001100100000011000000111011100000101111001100011000100110101011101011001111100110000000000011011100110101111101101101100110010110101001101101111110000011000001110011000100111000000111100100100	14167
Ryan	Palmer	11/6/1944	1011101101110010101000100010011100000101001100001111011000100110101001000101011100010000111011011111111010010000000001101100101111100111110100101001110011000010100011101111110111010000011110101010111101010110001111010111101100011001100001111110110111100110010100110110101000010001100100110011101110110000011110010110111011100111011100111110101011001101010110001111100110010101100010001101011010100011101011011101100011011110000101110010011100010110110000100000110010111010010011010111110110111111000001011011011010101000101101101110101000001101110011000001001111110110001010101000100000001010001101101111001110000111100010111101101001100011110100011001000101011100000010011110000110111001011011011011110100000100101111110001100100011010001001001110010010111111100011010011001010111001100010110010000001110111010001000110101011001001110101001000011100110110000011011110110000111010011001011111110000011000110100011011110111111101001000001111100010100111101011000111001110101011100111011111100101101101101101100110100100100110	72207
Kristi	Burke	2/26/1949	0010011010101110100110111001101111101010001111101111000100111010011000101001010110010110001111011011110010001101110010010001000101101110110111101101001010101011110000000001101010010011000110101110110000000100011000001110101111011111100111011010110001110001101010011101011000111100111101111000010000010111101000101100010001100011100110101100101100111111011101111001110010010000101111111101010011101001101101111000011101110001111111111101000001101010101111001000000100001101110001100011001101100000101101010011010010110010101101111100010100100010110011100111011100001010000001001001110010010100000101010001010011000000011110000110011000011110110100011111101111100010010111111110111100101000010111101000000001011101000010101011100111011110001011110101111101011111110110101010000011110001100000111101111101100001001001011110010101011011101011000011000101101001110010011100010110011000001100000010111100001101111001110111100011111101101110110111011000000100111010001110100111001001100000110001100110110110000100001001010100101000	21560
Shayla	Peterson	9/21/1962	0111011110100011110011101101000110110000100111011001010110001010011111101011011111011101010110000101000100111111100111001110001010011111110101001011000010111101010011111110100000011000011110010000110000111000101110001110001000100011101000000101011000011100010001100111010101101110110000101101110000010111010001101110101010100000001000001101001000111101010110100011111101001011011101111100010010110110000101100101110111101110111000110101111111001111111001010000010111011101110010110000000110000010000010111000011111010000001001011100101111000001111111010001011011000101001100000111111000010010110011110010000001000001110111000100001001100010111100001010000000111001111011100010010000001101111001101011011011001101000100111011101010111111110101011100000010011011101110001001000110111010101110001101100110111000010110110000101001010010101110101111100000110011001001100010000011010100001010110100100011110100111111000001110001111011000011011001110010101101011101001011100110111001101111111001111101100001000011011001000110000111	85588
John	Lowe	4/5/1956	1001110101000001110000010000100110011110000001110100001110110110010111100110001001110111111111011011001001000101000111101001110100011111100110001001001100001101110010001110010110101011000000111111110110000001110000101000110111101010111000110001011100100010101010110111010011010100100101100111010100111010001101100111100011110110101110101000110111110010010010010001010110100100111010000011101111011010011111001011111000000011111011110010010000010010001010100011100100010010110111010011111001100010000101011001010110001010010101000110110001000110101011110111001000001000011001111001111110100000101110011010011010011001101111100001110101100110100111100011011011101001011011100101101101000000111001100011010001110001100111101010011000101000101100010001000001110010100000011011100011001100100010011101001111111110011000100100111001110000101001100010100000011101011100000010000001110110000011110011100001100000101111100001111110111100111111010010110110101101100010101010011111001011101001100010100110111101111011100010011101111000	35353
Ina	Willis	8/23/1993	1100011000010100100010000011100101000100010111110111001011111001001100000100111001100011001000001001000101100111111000001110010100101110110000111111001011100010001001010000110011100001011010110110110100011101001110010100100010011011110100110111001010110110101010101000111100010110101100111110100111101010111000001010110100110001010011011010000011010011100100011010100100001111110011001001001011101110101111100111010111110101011001000110000000111110000010110101001010100000010010111010010001110100100111011011100010010100011101100011100010001011001000011011111100000011101001010011111100111000000101111111001000011011101010100110011111111101000110010011101011110011110000100000101110011011011001101101001111011110000101110101011000001010001101010110111101010000001100111101011001001011010101010101010000111101010000111000010111011001000110100010001010100001001100010001010000101001000110101000001010000111100110110011110011101000011000000010111010101001001000101111000100011000000011011010011000100111100001100011101110001011	83946
Derek	Lavigne	4/20/1944	0101011011001001011110101111000011011111011010111111100101001111011010011101101111110011101011011101100111011000010000100101010010110001011000011000110000000111010000000111011000001001011000101111001000000000001001111000000111101001100010100101101101110010100111111011111111000101100110100000110010001001000010101111101010001010111110100011110011001111101101101111011110101011110101110001101111110011000101101110100011001001000110100101000001111010010110011010010110001111101101000110100001010110111000000010100010110111101110001011111000111011101101011111101110001111001110101010111001000010100011010011000100010110111111011111100011001000011111111001110010011101010110111110000010001111100101101111010110100001111010101101100000101101011100111110110111010011001111010011111101101111100011100001111011010110010000110110001000011010000111000111110110101011011110010011111001000100000011001111010000001011100000101111000101100010010110101001101100010001001011000100111101000010001000110000101101001100001011101100010110000001	2794
Bryan	Wilson	2/5/1943	0101011010111010100101100001101111110110010010110000011001000101011010101001111011111010100011011100110100111000110000001111110111110111101110001110001110010001000111001111001011000001110100011000001001010010000010101000111010101101111011101111010110010101111110110000011110000000011011100010001011001101001111100101101011001111000101001000110001100101001100100111000110011101100000011001111011100000101100010100000110011110001101100011001101000010001010010000101101100011010110111011011111101111011000000011101001110000110111010111000100100001001100001011110000111010011110001111101010111000100110010001100101011111101111010001111011101010110101011111011100011001000010111111011010101101011110101010011001010110001010010100110010000111000010011111000110000101010010110011111010100111000110000001001010010001101111010110101001001110010111101011110001100101101110100011100011011101011011110001101100111101010011001010110000010101110011011000001101010111110101000100100010110000100010101100101110100011001110111111000001011001	35238
Elaine	Cisco	12/25/1988	0100000101010100101011111111101101110110010010011001110011100010001110111000110101101000111100100010101110111001010101001100011111101001110101111000101011001001100011010011101111110101011000100100000110100010101011011010010000100100110010100100001001001111000011101100100000110001111111110101110011010001111000100111001001000010010111000111001000001111010101101101011100111011101110011010101110010110011100111100000000111100111000010101111101101110011111011001100101001111000110101100001000001101000100100111010100011101100010011100010101111100111001011110101000100110101010011111000110110011001000010000111110100011000110001010101110111011111010001001001100100000101101100100100101110111100010011001111110100010000111011011000011000110000101011001000111011111001010000111110000001100010110010000101100101011011110110111110100000100101100110101110110011100110000110101001111111110010110111011111011000100011110100111010110000101010101010100001000001101100010010111011100101110000100000110100101100010001111011001111101100000	59278
James	Sayler	4/23/1991	0001100000001001001101101111101011101011101001010111111101101100001110000110111111101111100101011110101001101001101001101010111110011011011001001010011111000011000010110011101000010000010000111011110000100100110001101101101011100100100000000101001101011011010001010011100010011001100000000111001011010110110001111100000011011101101001110111100110000011001011010000101010001000101100011111110110001000011011010000101100111011111000011111010100000001001010011110001111101110110110100100010010101011111000010001010010000011101010101111101100101001100111101011000011110110111010001011001111010001100001111001010010110000110111010101001011010000100100011001010110101101001010111011001101100110100100010101000000100101100100111101010100111010010111110000010110001110110100100001010001011001100001001000001000101111011010101001010100101000001110111000101100111010110010000111011110010000010000101000100100100101111100111110001110101000100101010101101010001100111010110011011110001011010000100000110010101110111010100001100010001011	47653
Bruce	Flick	4/19/1999	1101110001010100111011101001000000011001100011101110011111111011111101101110011101001000011001101111100101111100100001011111011111110101001101110111001011110000000011100000100000010011011010000000110000101100101000101101100010011011111101001010011111101100000100001101000000100011110111101000100001011011001001011110111000001101011110111000110000010100100000010000010010100101001011011110111100100010010110011101011111001110011011010110111010010001111111111110011011100010000010000001011101110111000111101100110010110001101111100111110111100100000010111101011011101001011101011101011010111111100111010101001111011101010110000011100100101101111000001101110111010101011100110101100011111000011010001001010001100010010101011000000100110011111011101101010010011001110000000010110010101001000111001110010110011010101110111111111011101100010001100011000110010010001001100001100111010001100010010000101010110011010101011101111001011000001110010010000011110110111101001101010001110011011011100001111000010010111110100100011011100011	35364
Yvonne	Curry	7/30/2000	1010111011000000111011110011111111000111000110000101100111111100011010101001011101000101011001101110011001110000110110111011110100101100000100100001001110001010100000010101011010001001101010111011100010101001101001111100101000010110100011110110110100010110110001111010101111110110000111110111110000101000101010110111100000010000100110001101001011111111110110110111100000010011000100111001001100101011000111010011000010010000111010000001101000110010101100011000101110100100100000110010101011111101101000000101110111001011110111101010111000101000111011011000000000011000001111111111111100111110001110000110110010001011011001010100000101001011000001000101110000001000010010100110111101110010001011101110100111011100100111100010010100011000110100101101011111110010001010111000100011100001000100111101001100001100100011110110110000110010100111010111110011010000011111111100011110001011011010011000001100101110000110001000000001101110001110001010000000110011111011000001111111001100111001010101000011100110000000101010001110101011	98902
Barbara	Quinones	8/11/1948	0000011001100011011111101001010100100110011011110011111101011000011110111000111000110110111110001001110110011001001101011100011101111011111001100001001101111001010101001001000000110000001111011100010010100101010110111111011111010100110010000110110010001000110110001110010000000100100011111000111000101001001011101000111101111110001101100011110110010111011101110000010100011000110001100010100100010110000100111011100000001000110100011000110001010011110100110110000010010001110011000011101100110001111001100000100000000000000101101100111110011001010100101101010001011100101110110101011010110101000001010111111010010111111110001101010111001101000100000101001101000111001001111100010111101010100011010100100001000001100000000110110110100111001011100000001010011001011100010101010100101011100110000110001001010001100111111110000001111111000111100100010010101010000110010100011110100011001100100101001101111011011010001001000011000100001111111000110011100101111010010100111010000111111100111111010010111000111101101111100100000111	16565
Susan	Upchurch	1/19/1990	1100111100111111111011001110011101010111010011110110001111010101100101000101110101010100101010001001100110011101101001000000111010011000100000100011111110001010101011100101011110111011110001011001011101011111111100011011100010010000100100011100000001000110110100100011110101111111110010000011111011100000001011001011010101010101011011011011011000100010100101111111100111000100101010011011010110100010111011110101001001001100100111000111100011100111100111000001010000011101011001000010001101010110101000110011001101011000011001001100110100100010000111111011000010010011000001001101100111110101011010111001010101001111010011001100010101010011011101000010010010100101100001000110101110101010000001011111011100010010111001111001001000111110001100001011110111011111100011011001001010011101100000001011101001100001110100101100001100101001100111101101101111100000010110101001000000100111110110011110111011011001100101111000001101010100000011010111100110110111011101111100011001011000010010001010001001001010100101000000011010111110	97876
Dwight	Brugger	2/4/1947	0100110010110101000101001110100100011110100111001010010111001001100110011100010001010001100110101101110001110001100010100010110100111011000110001100100011000101111110111110101001111111010100110100110010110001100000000111100010011110100011000101010111100011001101011010100001100100111100000010010011110010001000000001101110101101110001111111101000001100111110111001101110010001110000010011100101111101000011001101001000010001100100111111110111001111010011011110010111100110000010111100100100110111101101010100001000110101100101011101100100010111101111101101010001100011010101101111100010010000010001110111111101010001001000001100100101110101010000101000000010111011111100111001011110110100100001010101111010111000010010111011010010011111101011111001010110101011000110111101101111100110010110001010000111000111010010010000100101001001010011110010011000010001100110101000111110100001100110100011100001011010000010011111000001000100010000101010111111101000000110111110000100110010100110000000110011101000010001011100111100000010	59128
Arielle	Ramirez	12/28/1984	0100101010010001001011101001011110110110100100001011011001100111100101111011000100000101011011110100000100111010101010110001100010111111101101101111111101001010001101001011111111000001100110100001111100001100000001100100101010000101101001001110011010000001010011100010100110001100001010000011001010001101000000010010011010111111100010110101001000001110101111010011000000010010010001100100000010001011100000001000111010110111111110101101100111101011111011110010110000000000110010110101110110111000110001111111000111011010111110100010000001111110110011110000110101100110100011100011011111100001110001110001100001000101110011110100100100000001111010110111011000101000000001011110011100011010010001111110111011101010010010010101000101101110000101010001111101011001110110000001110010111111010010110011011010101001010110100101110000101000000100000000111100000000010010100010111000000101011001111101001101111111000011010101101111010110001001000100101011011111001001100101011100011100110011011110111001011110011110001010000110000111	77307
Jess	Theberge	11/11/1951	1001011100010110011100001110001111010100011110111000010011001011001000001100110000010001001010011001000111010010101100101001101010000111011101111010101111111111100101001010011000101011010011000100110010111100101110011011100100001000110100100101011010011111000101001111011000000101000000101010100110111000100001010000101111000110011101000111000110000101101000010000010010101111000000110110010000100000010010011111010101010011101101100110111100100100110000000011101111011101100010110010101101011010110000010101110000110101010011100111000110110100000011101100111100000111011011111011011111100010000111100101111011011000001101010110000011001001110000011100000010100011111010011001001110010100010101101001001111110000110011110011100010100011000110111001111001110000100010100010001010011000110111101100111111110111101111101011111111001001100101110100101111101110111110110010110100000100001010110000110110000000101100000001010000000000100010001010011101101100111000101011010111011001001101101100110101110111011101110110001011101100	32503
Allan	Marcus	4/20/1963	1101101111001110101001100100000010011101100011010101110011001110101111100110011001101101010110010100101101111111010001001001001010000010010100101011000011111110101111001000100101100001100000011000011101100010010111100000101000000111100001110000110100001000100101001101111010000010010101010000100001011001101001000111101100111101011110100100111110010101100100000010010011001001010100001100001001100011010001010100000001001111010100011000111110110001000010011111100001111011000100011010000110011101101111010110111100111000110110010111000111111011011101111111111000100000011101010011001100011010111010011000001011110100001010111110101100110111100110000010010000011110001101010010100101111010011011111000001011111100011111011101000001001110101001010001010101000000000010110001101101111001001110101001011111110111000111010101010000011000001101000100100101001110000010000101010100101111101110010111010111110110011111111010100101001001010010110000101100111111011011001010010100001000110110100011011010001101001010100001100010101100	46045
Mary	McCain	6/4/1976	1110011010100001101101100100100100000000000010011100000000001111001110010100111110100000011110010010011110001000110011101110111100100001100110001010011010111101101101000000100000101010011001000011001110000011110001001010010000010101010010000010111111101101001111001010011110011001100001011110111101001111011011001111011111111101100000101100010101010010100110011000100100001101011101000011000111001011000110011110010010011100010000001111101000001010000010010101111111100100111111011101001011111010100011111101011000111000011001101000101001000010000001101010001010011011010010000001111011001100001001010001111100110110110110110110100000110010111110111001010100100000011100101111111101100000000110101111011011100011001111101111100111011001101100011011010000010000110000011010110101111101110010101111101000001000111100111001111001011110011010100100010111000111101100000001100001100110011100101000100100110011101100111001101000011110000100101101010110110101001010111010011100000101111010110000011011011001100101100100000111110111	49520
Lorri	Reese	8/31/1958	1000001010000001100101110010001000001001011001100110101001000011110010101110101101111110001010111011111001100100111100110010110011010100010110011111000001000010110010011110001110011000001110111011000010001011011010111001101100010010110000110100011011000011101001100110001101010011110010010111000110000001011100111010110100000000100111101001111100111110100100110101101011011010001001111000001010111010000000111100010110101010000000101000010111111111010110110100001011111100110110011100110101001110101110111110011100010011101010110100110001100001101110001001001101110010010110100011000111101001110011101101011100111110101110111010101001001011000101100001100000111100000001100001010001000011100000001001101001110100101100001000111111010111001010111110000100000010000011101011100110111111010000000011011011101101110011001101011110010100000100110101100000111100101110101100111101000000101100000110000100111101001011000010011011101010100000111010100011100000111111101010011111011111000110000111011010111001000001100011010100111000	87279
Carl	Brooks	10/4/1940	1001011110110100111101111010111100011100100001011011110000001011100001101000000001100000110011011110001110000100000011010011000000000110000100000111100111100111100011110111001111001101110111100111010111111110110100101110100101001000110010011000110001000000111111111101111100010100110010000101110000110100111000011111001010011011100101000001101110001001110000011100110110111001100110101110111001000110101001000111101010000000100001000000001010010011101010111110011111101100011000010111111010101101011000000110011111101010010010100010010111001110101011101000001001000011100111101011101000011011001000110011000101000100010000001011001010011110100111010001110000011000110011111101010010011001110001101101011001110100010000001010010011101010011110111011110101110100011000100000101110000111011111001011110000001011111010111010010101111100110110101010000001100100100011100100101001101010010001100010001110001010001000011010110010110101100101000110001000010100110001000100000010000110111100001000111000010001001101111110000111010000	31846
